# x_tcs	y_tcs	z_tcs	x_w2	y_w2	z_w2	angle_w2	x_iscs	y_iscs	z_iscs	angle_iscs
-24310.24458	17227.58863	137.00000	29700.09710	29.20945	0.00000	-0.21566	29700.00000	-96.30000	0.00000	-0.51566
-24326.52437	17239.20761	137.00000	29720.09777	29.13417	0.00000	-0.21566	29720.00000	-96.48000	0.00000	-0.51566
-24342.80417	17250.82658	137.00000	29740.09844	29.05889	0.00000	-0.21566	29740.00000	-96.66000	0.00000	-0.51566
-24359.08397	17262.44556	137.00000	29760.09911	28.98361	0.00000	-0.21566	29760.00000	-96.84000	0.00000	-0.51566
-24375.36376	17274.06453	137.00000	29780.09978	28.90833	0.00000	-0.21566	29780.00000	-97.02000	0.00000	-0.51566
-24391.64356	17285.68351	137.00000	29800.10044	28.83305	0.00000	-0.21566	29800.00000	-97.20000	0.00000	-0.51566
-24407.92336	17297.30249	137.00000	29820.10111	28.75778	0.00000	-0.21566	29820.00000	-97.38000	0.00000	-0.51566
-24424.20316	17308.92146	137.00000	29840.10178	28.68250	0.00000	-0.21566	29840.00000	-97.56000	0.00000	-0.51566
-24440.48295	17320.54044	137.00000	29860.10245	28.60722	0.00000	-0.21566	29860.00000	-97.74000	0.00000	-0.51566
-24456.76275	17332.15941	137.00000	29880.10312	28.53194	0.00000	-0.21566	29880.00000	-97.92000	0.00000	-0.51566
-24473.04255	17343.77839	137.00000	29900.10379	28.45666	0.00000	-0.21566	29900.00000	-98.10000	0.00000	-0.51566
-24489.32234	17355.39737	137.00000	29920.10445	28.38139	0.00000	-0.21566	29920.00000	-98.28000	0.00000	-0.51566
-24505.60214	17367.01634	137.00000	29940.10512	28.30611	0.00000	-0.21566	29940.00000	-98.46000	0.00000	-0.51566
-24521.88194	17378.63532	137.00000	29960.10579	28.23083	0.00000	-0.21566	29960.00000	-98.64000	0.00000	-0.51566
-24538.16174	17390.25429	137.00000	29980.10646	28.15555	0.00000	-0.21566	29980.00000	-98.82000	0.00000	-0.51566
-24554.44153	17401.87327	137.00000	30000.10713	28.08027	0.00000	-0.21566	30000.00000	-99.00000	0.00000	-0.51566
-24570.72133	17413.49225	137.00000	30020.10780	28.00499	0.00000	-0.21566	30020.00000	-99.18000	0.00000	-0.51566
-24587.00113	17425.11122	137.00000	30040.10846	27.92972	0.00000	-0.21566	30040.00000	-99.36000	0.00000	-0.51566
-24603.28092	17436.73020	137.00000	30060.10913	27.85444	0.00000	-0.21566	30060.00000	-99.54000	0.00000	-0.51566
-24619.56072	17448.34917	137.00000	30080.10980	27.77916	0.00000	-0.21566	30080.00000	-99.72000	0.00000	-0.51566
-24635.84052	17459.96815	137.00000	30100.11047	27.70388	0.00000	-0.21566	30100.00000	-99.90000	0.00000	-0.51566
-24652.12032	17471.58713	137.00000	30120.11114	27.62860	0.00000	-0.21566	30120.00000	-100.08000	0.00000	-0.51566
-24668.40011	17483.20610	137.00000	30140.11181	27.55332	0.00000	-0.21566	30140.00000	-100.26000	0.00000	-0.51566
-24684.67991	17494.82508	137.00000	30160.11247	27.47805	0.00000	-0.21566	30160.00000	-100.44000	0.00000	-0.51566
-24700.95971	17506.44406	137.00000	30180.11314	27.40277	0.00000	-0.21566	30180.00000	-100.62000	0.00000	-0.51566
-24717.23950	17518.06303	137.00000	30200.11381	27.32749	0.00000	-0.21566	30200.00000	-100.80000	0.00000	-0.51566
-24733.51930	17529.68201	137.00000	30220.11448	27.25221	0.00000	-0.21566	30220.00000	-100.98000	0.00000	-0.51566
-24749.79910	17541.30098	137.00000	30240.11515	27.17693	0.00000	-0.21566	30240.00000	-101.16000	0.00000	-0.51566
-24766.07890	17552.91996	137.00000	30260.11582	27.10165	0.00000	-0.21566	30260.00000	-101.34000	0.00000	-0.51566
-24782.35869	17564.53894	137.00000	30280.11648	27.02638	0.00000	-0.21566	30280.00000	-101.52000	0.00000	-0.51566
-24798.63849	17576.15791	137.00000	30300.11715	26.95110	0.00000	-0.21566	30300.00000	-101.70000	0.00000	-0.51566
-24814.91829	17587.77689	137.00000	30320.11782	26.87582	0.00000	-0.21566	30320.00000	-101.88000	0.00000	-0.51566
-24831.19808	17599.39586	137.00000	30340.11849	26.80054	0.00000	-0.21566	30340.00000	-102.06000	0.00000	-0.51566
-24847.47788	17611.01484	137.00000	30360.11916	26.72526	0.00000	-0.21566	30360.00000	-102.24000	0.00000	-0.51566
-24863.75768	17622.63382	137.00000	30380.11983	26.64999	0.00000	-0.21566	30380.00000	-102.42000	0.00000	-0.51566
-24880.03748	17634.25279	137.00000	30400.12049	26.57471	0.00000	-0.21566	30400.00000	-102.60000	0.00000	-0.51566
-24896.31727	17645.87177	137.00000	30420.12116	26.49943	0.00000	-0.21566	30420.00000	-102.78000	0.00000	-0.51566
-24912.59707	17657.49074	137.00000	30440.12183	26.42415	0.00000	-0.21566	30440.00000	-102.96000	0.00000	-0.51566
-24928.87687	17669.10972	137.00000	30460.12250	26.34887	0.00000	-0.21566	30460.00000	-103.14000	0.00000	-0.51566
-24945.15666	17680.72870	137.00000	30480.12317	26.27359	0.00000	-0.21566	30480.00000	-103.32000	0.00000	-0.51566
-24961.43646	17692.34767	137.00000	30500.12384	26.19832	0.00000	-0.21566	30500.00000	-103.50000	0.00000	-0.51566
-24977.71626	17703.96665	137.00000	30520.12450	26.12304	0.00000	-0.21566	30520.00000	-103.68000	0.00000	-0.51566
-24993.99606	17715.58563	137.00000	30540.12517	26.04776	0.00000	-0.21566	30540.00000	-103.86000	0.00000	-0.51566
-25010.27585	17727.20460	137.00000	30560.12584	25.97248	0.00000	-0.21566	30560.00000	-104.04000	0.00000	-0.51566
-25026.55565	17738.82358	137.00000	30580.12651	25.89720	0.00000	-0.21566	30580.00000	-104.22000	0.00000	-0.51566
-25042.83545	17750.44255	137.00000	30600.12718	25.82192	0.00000	-0.21566	30600.00000	-104.40000	0.00000	-0.51566
-25059.11524	17762.06153	137.00000	30620.12785	25.74665	0.00000	-0.21566	30620.00000	-104.58000	0.00000	-0.51566
-25075.39504	17773.68051	137.00000	30640.12851	25.67137	0.00000	-0.21566	30640.00000	-104.76000	0.00000	-0.51566
-25091.67484	17785.29948	137.00000	30660.12918	25.59609	0.00000	-0.21566	30660.00000	-104.94000	0.00000	-0.51566
-25107.95464	17796.91846	137.00000	30680.12985	25.52081	0.00000	-0.21566	30680.00000	-105.12000	0.00000	-0.51566
-25124.23443	17808.53743	137.00000	30700.13052	25.44553	0.00000	-0.21566	30700.00000	-105.30000	0.00000	-0.51566
-25140.51423	17820.15641	137.00000	30720.13119	25.37025	0.00000	-0.21566	30720.00000	-105.48000	0.00000	-0.51566
-25156.79403	17831.77539	137.00000	30740.13186	25.29498	0.00000	-0.21566	30740.00000	-105.66000	0.00000	-0.51566
-25173.07382	17843.39436	137.00000	30760.13252	25.21970	0.00000	-0.21566	30760.00000	-105.84000	0.00000	-0.51566
-25189.35362	17855.01334	137.00000	30780.13319	25.14442	0.00000	-0.21566	30780.00000	-106.02000	0.00000	-0.51566
-25205.63342	17866.63231	137.00000	30800.13386	25.06914	0.00000	-0.21566	30800.00000	-106.20000	0.00000	-0.51566
-25221.91321	17878.25129	137.00000	30820.13453	24.99386	0.00000	-0.21566	30820.00000	-106.38000	0.00000	-0.51566
-25238.19301	17889.87027	137.00000	30840.13520	24.91859	0.00000	-0.21566	30840.00000	-106.56000	0.00000	-0.51566
-25254.47281	17901.48924	137.00000	30860.13587	24.84331	0.00000	-0.21566	30860.00000	-106.74000	0.00000	-0.51566
-25270.75261	17913.10822	137.00000	30880.13653	24.76803	0.00000	-0.21566	30880.00000	-106.92000	0.00000	-0.51566
-25287.03240	17924.72719	137.00000	30900.13720	24.69275	0.00000	-0.21566	30900.00000	-107.10000	0.00000	-0.51566
-25303.31220	17936.34617	137.00000	30920.13787	24.61747	0.00000	-0.21566	30920.00000	-107.28000	0.00000	-0.51566
-25319.59200	17947.96515	137.00000	30940.13854	24.54219	0.00000	-0.21566	30940.00000	-107.46000	0.00000	-0.51566
-25335.87179	17959.58412	137.00000	30960.13921	24.46692	0.00000	-0.21566	30960.00000	-107.64000	0.00000	-0.51566
-25352.15159	17971.20310	137.00000	30980.13988	24.39164	0.00000	-0.21566	30980.00000	-107.82000	0.00000	-0.51566
-25368.43139	17982.82208	137.00000	31000.14054	24.31636	0.00000	-0.21566	31000.00000	-108.00000	0.00000	-0.51566
-25384.71119	17994.44105	137.00000	31020.14121	24.24108	0.00000	-0.21566	31020.00000	-108.18000	0.00000	-0.51566
-25400.99098	18006.06003	137.00000	31040.14188	24.16580	0.00000	-0.21566	31040.00000	-108.36000	0.00000	-0.51566
-25417.27078	18017.67900	137.00000	31060.14255	24.09052	0.00000	-0.21566	31060.00000	-108.54000	0.00000	-0.51566
-25433.55058	18029.29798	137.00000	31080.14322	24.01525	0.00000	-0.21566	31080.00000	-108.72000	0.00000	-0.51566
-25449.83037	18040.91696	137.00000	31100.14389	23.93997	0.00000	-0.21566	31100.00000	-108.90000	0.00000	-0.51566
-25466.11017	18052.53593	137.00000	31120.14455	23.86469	0.00000	-0.21566	31120.00000	-109.08000	0.00000	-0.51566
-25482.38997	18064.15491	137.00000	31140.14522	23.78941	0.00000	-0.21566	31140.00000	-109.26000	0.00000	-0.51566
-25498.66977	18075.77388	137.00000	31160.14589	23.71413	0.00000	-0.21566	31160.00000	-109.44000	0.00000	-0.51566
-25514.94956	18087.39286	137.00000	31180.14656	23.63885	0.00000	-0.21566	31180.00000	-109.62000	0.00000	-0.51566
-25531.22936	18099.01184	137.00000	31200.14723	23.56358	0.00000	-0.21566	31200.00000	-109.80000	0.00000	-0.51566
-25547.50916	18110.63081	137.00000	31220.14790	23.48830	0.00000	-0.21566	31220.00000	-109.98000	0.00000	-0.51566
-25563.78895	18122.24979	137.00000	31240.14856	23.41302	0.00000	-0.21566	31240.00000	-110.16000	0.00000	-0.51566
-25580.06875	18133.86876	137.00000	31260.14923	23.33774	0.00000	-0.21566	31260.00000	-110.34000	0.00000	-0.51566
-25596.34855	18145.48774	137.00000	31280.14990	23.26246	0.00000	-0.21566	31280.00000	-110.52000	0.00000	-0.51566
-25612.62835	18157.10672	137.00000	31300.15057	23.18719	0.00000	-0.21566	31300.00000	-110.70000	0.00000	-0.51566
-25628.90814	18168.72569	137.00000	31320.15124	23.11191	0.00000	-0.21566	31320.00000	-110.88000	0.00000	-0.51566
-25645.18794	18180.34467	137.00000	31340.15191	23.03663	0.00000	-0.21566	31340.00000	-111.06000	0.00000	-0.51566
-25661.46774	18191.96365	137.00000	31360.15257	22.96135	0.00000	-0.21566	31360.00000	-111.24000	0.00000	-0.51566
-25677.74753	18203.58262	137.00000	31380.15324	22.88607	0.00000	-0.21566	31380.00000	-111.42000	0.00000	-0.51566
-25694.02733	18215.20160	137.00000	31400.15391	22.81079	0.00000	-0.21566	31400.00000	-111.60000	0.00000	-0.51566
-25710.30713	18226.82057	137.00000	31420.15458	22.73552	0.00000	-0.21566	31420.00000	-111.78000	0.00000	-0.51566
-25726.58693	18238.43955	137.00000	31440.15525	22.66024	0.00000	-0.21566	31440.00000	-111.96000	0.00000	-0.51566
-25742.86672	18250.05853	137.00000	31460.15592	22.58496	0.00000	-0.21566	31460.00000	-112.14000	0.00000	-0.51566
-25759.14652	18261.67750	137.00000	31480.15658	22.50968	0.00000	-0.21566	31480.00000	-112.32000	0.00000	-0.51566
-25775.42632	18273.29648	137.00000	31500.15725	22.43440	0.00000	-0.21566	31500.00000	-112.50000	0.00000	-0.51566
-25791.70611	18284.91545	137.00000	31520.15792	22.35912	0.00000	-0.21566	31520.00000	-112.68000	0.00000	-0.51566
-25807.98591	18296.53443	137.00000	31540.15859	22.28385	0.00000	-0.21566	31540.00000	-112.86000	0.00000	-0.51566
-25824.26571	18308.15341	137.00000	31560.15926	22.20857	0.00000	-0.21566	31560.00000	-113.04000	0.00000	-0.51566
-25840.54551	18319.77238	137.00000	31580.15992	22.13329	0.00000	-0.21566	31580.00000	-113.22000	0.00000	-0.51566
-25856.82530	18331.39136	137.00000	31600.16059	22.05801	0.00000	-0.21566	31600.00000	-113.40000	0.00000	-0.51566
-25873.10510	18343.01033	137.00000	31620.16126	21.98273	0.00000	-0.21566	31620.00000	-113.58000	0.00000	-0.51566
-25889.38490	18354.62931	137.00000	31640.16193	21.90746	0.00000	-0.21566	31640.00000	-113.76000	0.00000	-0.51566
-25905.66469	18366.24829	137.00000	31660.16260	21.83218	0.00000	-0.21566	31660.00000	-113.94000	0.00000	-0.51566
-25921.94449	18377.86726	137.00000	31680.16327	21.75690	0.00000	-0.21566	31680.00000	-114.12000	0.00000	-0.51566
-25938.22429	18389.48624	137.00000	31700.16393	21.68162	0.00000	-0.21566	31700.00000	-114.30000	0.00000	-0.51566
-25954.50409	18401.10521	137.00000	31720.16460	21.60634	0.00000	-0.21566	31720.00000	-114.48000	0.00000	-0.51566
-25970.78388	18412.72419	137.00000	31740.16527	21.53106	0.00000	-0.21566	31740.00000	-114.66000	0.00000	-0.51566
-25987.06368	18424.34317	137.00000	31760.16594	21.45579	0.00000	-0.21566	31760.00000	-114.84000	0.00000	-0.51566
-26003.34348	18435.96214	137.00000	31780.16661	21.38051	0.00000	-0.21566	31780.00000	-115.02000	0.00000	-0.51566
-26019.62327	18447.58112	137.00000	31800.16728	21.30523	0.00000	-0.21566	31800.00000	-115.20000	0.00000	-0.51566
-26035.90307	18459.20010	137.00000	31820.16794	21.22995	0.00000	-0.21566	31820.00000	-115.38000	0.00000	-0.51566
-26052.18287	18470.81907	137.00000	31840.16861	21.15467	0.00000	-0.21566	31840.00000	-115.56000	0.00000	-0.51566
-26068.46267	18482.43805	137.00000	31860.16928	21.07939	0.00000	-0.21566	31860.00000	-115.74000	0.00000	-0.51566
-26084.74246	18494.05702	137.00000	31880.16995	21.00412	0.00000	-0.21566	31880.00000	-115.92000	0.00000	-0.51566
-26101.02226	18505.67600	137.00000	31900.17062	20.92884	0.00000	-0.21566	31900.00000	-116.10000	0.00000	-0.51566
-26117.30206	18517.29498	137.00000	31920.17129	20.85356	0.00000	-0.21566	31920.00000	-116.28000	0.00000	-0.51566
-26133.58185	18528.91395	137.00000	31940.17195	20.77828	0.00000	-0.21566	31940.00000	-116.46000	0.00000	-0.51566
-26149.86165	18540.53293	137.00000	31960.17262	20.70300	0.00000	-0.21566	31960.00000	-116.64000	0.00000	-0.51566
-26166.14145	18552.15190	137.00000	31980.17329	20.62772	0.00000	-0.21566	31980.00000	-116.82000	0.00000	-0.51566
-26182.42125	18563.77088	137.00000	32000.17396	20.55245	0.00000	-0.21566	32000.00000	-117.00000	0.00000	-0.51566
-26198.70104	18575.38986	137.00000	32020.17463	20.47717	0.00000	-0.21566	32020.00000	-117.18000	0.00000	-0.51566
-26214.98084	18587.00883	137.00000	32040.17530	20.40189	0.00000	-0.21566	32040.00000	-117.36000	0.00000	-0.51566
-26231.26064	18598.62781	137.00000	32060.17596	20.32661	0.00000	-0.21566	32060.00000	-117.54000	0.00000	-0.51566
-26247.54043	18610.24678	137.00000	32080.17663	20.25133	0.00000	-0.21566	32080.00000	-117.72000	0.00000	-0.51566
-26263.82023	18621.86576	137.00000	32100.17730	20.17606	0.00000	-0.21566	32100.00000	-117.90000	0.00000	-0.51566
-26280.10003	18633.48474	137.00000	32120.17797	20.10078	0.00000	-0.21566	32120.00000	-118.08000	0.00000	-0.51566
-26296.37983	18645.10371	137.00000	32140.17864	20.02550	0.00000	-0.21566	32140.00000	-118.26000	0.00000	-0.51566
-26312.65962	18656.72269	137.00000	32160.17931	19.95022	0.00000	-0.21566	32160.00000	-118.44000	0.00000	-0.51566
-26328.93942	18668.34166	137.00000	32180.17997	19.87494	0.00000	-0.21566	32180.00000	-118.62000	0.00000	-0.51566
-26345.21922	18679.96064	137.00000	32200.18064	19.79966	0.00000	-0.21566	32200.00000	-118.80000	0.00000	-0.51566
-26361.49901	18691.57962	137.00000	32220.18131	19.72439	0.00000	-0.21566	32220.00000	-118.98000	0.00000	-0.51566
-26377.77881	18703.19859	137.00000	32240.18198	19.64911	0.00000	-0.21566	32240.00000	-119.16000	0.00000	-0.51566
-26394.05861	18714.81757	137.00000	32260.18265	19.57383	0.00000	-0.21566	32260.00000	-119.34000	0.00000	-0.51566
-26410.33841	18726.43655	137.00000	32280.18332	19.49855	0.00000	-0.21566	32280.00000	-119.52000	0.00000	-0.51566
-26426.61820	18738.05552	137.00000	32300.18398	19.42327	0.00000	-0.21566	32300.00000	-119.70000	0.00000	-0.51566
-26442.89800	18749.67450	137.00000	32320.18465	19.34799	0.00000	-0.21566	32320.00000	-119.88000	0.00000	-0.51566
-26459.17780	18761.29347	137.00000	32340.18532	19.27272	0.00000	-0.21566	32340.00000	-120.06000	0.00000	-0.51566
-26475.45759	18772.91245	137.00000	32360.18599	19.19744	0.00000	-0.21566	32360.00000	-120.24000	0.00000	-0.51566
-26491.73739	18784.53143	137.00000	32380.18666	19.12216	0.00000	-0.21566	32380.00000	-120.42000	0.00000	-0.51566
-26508.01719	18796.15040	137.00000	32400.18733	19.04688	0.00000	-0.21566	32400.00000	-120.60000	0.00000	-0.51566
-26524.29699	18807.76938	137.00000	32420.18799	18.97160	0.00000	-0.21566	32420.00000	-120.78000	0.00000	-0.51566
-26540.57678	18819.38835	137.00000	32440.18866	18.89632	0.00000	-0.21566	32440.00000	-120.96000	0.00000	-0.51566
-26556.85658	18831.00733	137.00000	32460.18933	18.82105	0.00000	-0.21566	32460.00000	-121.14000	0.00000	-0.51566
-26573.13638	18842.62631	137.00000	32480.19000	18.74577	0.00000	-0.21566	32480.00000	-121.32000	0.00000	-0.51566
-26589.41617	18854.24528	137.00000	32500.19067	18.67049	0.00000	-0.21566	32500.00000	-121.50000	0.00000	-0.51566
-26605.69597	18865.86426	137.00000	32520.19134	18.59521	0.00000	-0.21566	32520.00000	-121.68000	0.00000	-0.51566
-26621.97577	18877.48323	137.00000	32540.19200	18.51993	0.00000	-0.21566	32540.00000	-121.86000	0.00000	-0.51566
-26638.25557	18889.10221	137.00000	32560.19267	18.44466	0.00000	-0.21566	32560.00000	-122.04000	0.00000	-0.51566
-26654.53536	18900.72119	137.00000	32580.19334	18.36938	0.00000	-0.21566	32580.00000	-122.22000	0.00000	-0.51566
-26670.81516	18912.34016	137.00000	32600.19401	18.29410	0.00000	-0.21566	32600.00000	-122.40000	0.00000	-0.51566
-26687.09496	18923.95914	137.00000	32620.19468	18.21882	0.00000	-0.21566	32620.00000	-122.58000	0.00000	-0.51566
-26703.37475	18935.57812	137.00000	32640.19535	18.14354	0.00000	-0.21566	32640.00000	-122.76000	0.00000	-0.51566
-26719.65455	18947.19709	137.00000	32660.19601	18.06826	0.00000	-0.21566	32660.00000	-122.94000	0.00000	-0.51566
-26735.93435	18958.81607	137.00000	32680.19668	17.99299	0.00000	-0.21566	32680.00000	-123.12000	0.00000	-0.51566
-26752.21414	18970.43504	137.00000	32700.19735	17.91771	0.00000	-0.21566	32700.00000	-123.30000	0.00000	-0.51566
-26768.49394	18982.05402	137.00000	32720.19802	17.84243	0.00000	-0.21566	32720.00000	-123.48000	0.00000	-0.51566
-26784.77374	18993.67300	137.00000	32740.19869	17.76715	0.00000	-0.21566	32740.00000	-123.66000	0.00000	-0.51566
-26801.05354	19005.29197	137.00000	32760.19936	17.69187	0.00000	-0.21566	32760.00000	-123.84000	0.00000	-0.51566
-26817.33333	19016.91095	137.00000	32780.20002	17.61659	0.00000	-0.21566	32780.00000	-124.02000	0.00000	-0.51566
-26833.61313	19028.52992	137.00000	32800.20069	17.54132	0.00000	-0.21566	32800.00000	-124.20000	0.00000	-0.51566
-26849.89293	19040.14890	137.00000	32820.20136	17.46604	0.00000	-0.21566	32820.00000	-124.38000	0.00000	-0.51566
-26866.17272	19051.76788	137.00000	32840.20203	17.39076	0.00000	-0.21566	32840.00000	-124.56000	0.00000	-0.51566
-26882.45252	19063.38685	137.00000	32860.20270	17.31548	0.00000	-0.21566	32860.00000	-124.74000	0.00000	-0.51566
-26898.73232	19075.00583	137.00000	32880.20337	17.24020	0.00000	-0.21566	32880.00000	-124.92000	0.00000	-0.51566
-26915.01212	19086.62480	137.00000	32900.20403	17.16492	0.00000	-0.21566	32900.00000	-125.10000	0.00000	-0.51566
-26931.29191	19098.24378	137.00000	32920.20470	17.08965	0.00000	-0.21566	32920.00000	-125.28000	0.00000	-0.51566
-26947.57171	19109.86276	137.00000	32940.20537	17.01437	0.00000	-0.21566	32940.00000	-125.46000	0.00000	-0.51566
-26963.85151	19121.48173	137.00000	32960.20604	16.93909	0.00000	-0.21566	32960.00000	-125.64000	0.00000	-0.51566
-26980.13130	19133.10071	137.00000	32980.20671	16.86381	0.00000	-0.21566	32980.00000	-125.82000	0.00000	-0.51566
-26996.41110	19144.71968	137.00000	33000.20738	16.78853	0.00000	-0.21566	33000.00000	-126.00000	0.00000	-0.51566
-27012.69090	19156.33866	137.00000	33020.20804	16.71326	0.00000	-0.21566	33020.00000	-126.18000	0.00000	-0.51566
-27028.97070	19167.95764	137.00000	33040.20871	16.63798	0.00000	-0.21566	33040.00000	-126.36000	0.00000	-0.51566
-27045.25049	19179.57661	137.00000	33060.20938	16.56270	0.00000	-0.21566	33060.00000	-126.54000	0.00000	-0.51566
-27061.53029	19191.19559	137.00000	33080.21005	16.48742	0.00000	-0.21566	33080.00000	-126.72000	0.00000	-0.51566
-27077.81009	19202.81457	137.00000	33100.21072	16.41214	0.00000	-0.21566	33100.00000	-126.90000	0.00000	-0.51566
-27094.08988	19214.43354	137.00000	33120.21139	16.33686	0.00000	-0.21566	33120.00000	-127.08000	0.00000	-0.51566
-27110.36968	19226.05252	137.00000	33140.21205	16.26159	0.00000	-0.21566	33140.00000	-127.26000	0.00000	-0.51566
-27126.64948	19237.67149	137.00000	33160.21272	16.18631	0.00000	-0.21566	33160.00000	-127.44000	0.00000	-0.51566
-27142.92928	19249.29047	137.00000	33180.21339	16.11103	0.00000	-0.21566	33180.00000	-127.62000	0.00000	-0.51566
-27159.20907	19260.90945	137.00000	33200.21406	16.03575	0.00000	-0.21566	33200.00000	-127.80000	0.00000	-0.51566
-27175.48887	19272.52842	137.00000	33220.21473	15.96047	0.00000	-0.21566	33220.00000	-127.98000	0.00000	-0.51566
-27191.76867	19284.14740	137.00000	33240.21540	15.88519	0.00000	-0.21566	33240.00000	-128.16000	0.00000	-0.51566
-27208.04846	19295.76637	137.00000	33260.21606	15.80992	0.00000	-0.21566	33260.00000	-128.34000	0.00000	-0.51566
-27224.32826	19307.38535	137.00000	33280.21673	15.73464	0.00000	-0.21566	33280.00000	-128.52000	0.00000	-0.51566
-27240.60806	19319.00433	137.00000	33300.21740	15.65936	0.00000	-0.21566	33300.00000	-128.70000	0.00000	-0.51566
-27256.88786	19330.62330	137.00000	33320.21807	15.58408	0.00000	-0.21566	33320.00000	-128.88000	0.00000	-0.51566
-27273.16765	19342.24228	137.00000	33340.21874	15.50880	0.00000	-0.21566	33340.00000	-129.06000	0.00000	-0.51566
-27289.44745	19353.86125	137.00000	33360.21941	15.43353	0.00000	-0.21566	33360.00000	-129.24000	0.00000	-0.51566
-27305.72725	19365.48023	137.00000	33380.22007	15.35825	0.00000	-0.21566	33380.00000	-129.42000	0.00000	-0.51566
-27322.00704	19377.09921	137.00000	33400.22074	15.28297	0.00000	-0.21566	33400.00000	-129.60000	0.00000	-0.51566
-27338.28684	19388.71818	137.00000	33420.22141	15.20769	0.00000	-0.21566	33420.00000	-129.78000	0.00000	-0.51566
-27354.56664	19400.33716	137.00000	33440.22208	15.13241	0.00000	-0.21566	33440.00000	-129.96000	0.00000	-0.51566
-27370.84644	19411.95614	137.00000	33460.22275	15.05713	0.00000	-0.21566	33460.00000	-130.14000	0.00000	-0.51566
-27387.12623	19423.57511	137.00000	33480.22342	14.98186	0.00000	-0.21566	33480.00000	-130.32000	0.00000	-0.51566
-27403.40603	19435.19409	137.00000	33500.22408	14.90658	0.00000	-0.21566	33500.00000	-130.50000	0.00000	-0.51566
-27419.68583	19446.81306	137.00000	33520.22475	14.83130	0.00000	-0.21566	33520.00000	-130.68000	0.00000	-0.51566
-27435.96562	19458.43204	137.00000	33540.22542	14.75602	0.00000	-0.21566	33540.00000	-130.86000	0.00000	-0.51566
-27452.24542	19470.05102	137.00000	33560.22609	14.68074	0.00000	-0.21566	33560.00000	-131.04000	0.00000	-0.51566
-27468.52522	19481.66999	137.00000	33580.22676	14.60546	0.00000	-0.21566	33580.00000	-131.22000	0.00000	-0.51566
-27484.80502	19493.28897	137.00000	33600.22743	14.53019	0.00000	-0.21566	33600.00000	-131.40000	0.00000	-0.51566
-27501.08481	19504.90794	137.00000	33620.22809	14.45491	0.00000	-0.21566	33620.00000	-131.58000	0.00000	-0.51566
-27517.36461	19516.52692	137.00000	33640.22876	14.37963	0.00000	-0.21566	33640.00000	-131.76000	0.00000	-0.51566
-27533.64441	19528.14590	137.00000	33660.22943	14.30435	0.00000	-0.21566	33660.00000	-131.94000	0.00000	-0.51566
-27549.92420	19539.76487	137.00000	33680.23010	14.22907	0.00000	-0.21566	33680.00000	-132.12000	0.00000	-0.51566
-27566.20400	19551.38385	137.00000	33700.23077	14.15379	0.00000	-0.21566	33700.00000	-132.30000	0.00000	-0.51566
-27582.48380	19563.00282	137.00000	33720.23144	14.07852	0.00000	-0.21566	33720.00000	-132.48000	0.00000	-0.51566
-27598.76360	19574.62180	137.00000	33740.23210	14.00324	0.00000	-0.21566	33740.00000	-132.66000	0.00000	-0.51566
-27615.04339	19586.24078	137.00000	33760.23277	13.92796	0.00000	-0.21566	33760.00000	-132.84000	0.00000	-0.51566
-27631.32319	19597.85975	137.00000	33780.23344	13.85268	0.00000	-0.21566	33780.00000	-133.02000	0.00000	-0.51566
-27647.60299	19609.47873	137.00000	33800.23411	13.77740	0.00000	-0.21566	33800.00000	-133.20000	0.00000	-0.51566
-27663.88278	19621.09770	137.00000	33820.23478	13.70213	0.00000	-0.21566	33820.00000	-133.38000	0.00000	-0.51566
-27680.16258	19632.71668	137.00000	33840.23544	13.62685	0.00000	-0.21566	33840.00000	-133.56000	0.00000	-0.51566
-27696.44238	19644.33566	137.00000	33860.23611	13.55157	0.00000	-0.21566	33860.00000	-133.74000	0.00000	-0.51566
-27712.72218	19655.95463	137.00000	33880.23678	13.47629	0.00000	-0.21566	33880.00000	-133.92000	0.00000	-0.51566
-27729.00197	19667.57361	137.00000	33900.23745	13.40101	0.00000	-0.21566	33900.00000	-134.10000	0.00000	-0.51566
-27745.28177	19679.19259	137.00000	33920.23812	13.32573	0.00000	-0.21566	33920.00000	-134.28000	0.00000	-0.51566
-27761.56157	19690.81156	137.00000	33940.23879	13.25046	0.00000	-0.21566	33940.00000	-134.46000	0.00000	-0.51566
-27777.84136	19702.43054	137.00000	33960.23945	13.17518	0.00000	-0.21566	33960.00000	-134.64000	0.00000	-0.51566
-27794.12116	19714.04951	137.00000	33980.24012	13.09990	0.00000	-0.21566	33980.00000	-134.82000	0.00000	-0.51566
-27810.40096	19725.66849	137.00000	34000.24079	13.02462	0.00000	-0.21566	34000.00000	-135.00000	0.00000	-0.51566
-27826.68076	19737.28747	137.00000	34020.24146	12.94934	0.00000	-0.21566	34020.00000	-135.18000	0.00000	-0.51566
-27842.96055	19748.90644	137.00000	34040.24213	12.87406	0.00000	-0.21566	34040.00000	-135.36000	0.00000	-0.51566
-27859.24035	19760.52542	137.00000	34060.24280	12.79879	0.00000	-0.21566	34060.00000	-135.54000	0.00000	-0.51566
-27875.52015	19772.14439	137.00000	34080.24346	12.72351	0.00000	-0.21566	34080.00000	-135.72000	0.00000	-0.51566
-27891.79994	19783.76337	137.00000	34100.24413	12.64823	0.00000	-0.21566	34100.00000	-135.90000	0.00000	-0.51566
