# x_tcs	y_tcs	z_tcs	x_w2	y_w2	z_w2	x_iscs	y_iscs	z_iscs
-22193.75480	15717.28762	137.00000	27100.01128	38.79312	0.00000	27100.00000	-73.10250	0.00000
-22275.17816	15775.34768	137.00000	27200.01440	38.45923	0.00000	27200.00000	-73.96000	0.00000
-22356.59866	15833.41184	137.00000	27300.01755	38.12034	0.00000	27300.00000	-74.82250	0.00000
-22438.01628	15891.48010	137.00000	27400.02072	37.77645	0.00000	27400.00000	-75.69000	0.00000
-22519.43104	15949.55246	137.00000	27500.02392	37.42755	0.00000	27500.00000	-76.56250	0.00000
-22600.84293	16007.62891	137.00000	27600.02714	37.07366	0.00000	27600.00000	-77.44000	0.00000
-22682.25196	16065.70945	137.00000	27700.03039	36.71477	0.00000	27700.00000	-78.32250	0.00000
-22763.65811	16123.79409	137.00000	27800.03367	36.35088	0.00000	27800.00000	-79.21000	0.00000
-22845.06140	16181.88283	137.00000	27900.03697	35.98199	0.00000	27900.00000	-80.10250	0.00000
-22926.46182	16239.97566	137.00000	28000.04030	35.60810	0.00000	28000.00000	-81.00000	0.00000
-23007.86081	16298.07054	137.00000	28100.04364	35.23171	0.00000	28100.00000	-81.90000	0.00000
-23089.25979	16356.16542	137.00000	28200.04698	34.85532	0.00000	28200.00000	-82.80000	0.00000
-23170.65878	16414.26030	137.00000	28300.05032	34.47892	0.00000	28300.00000	-83.70000	0.00000
-23252.05776	16472.35518	137.00000	28400.05366	34.10253	0.00000	28400.00000	-84.60000	0.00000
-23333.45675	16530.45006	137.00000	28500.05700	33.72614	0.00000	28500.00000	-85.50000	0.00000
-23414.85573	16588.54494	137.00000	28600.06035	33.34975	0.00000	28600.00000	-86.40000	0.00000
-23496.25472	16646.63982	137.00000	28700.06369	32.97336	0.00000	28700.00000	-87.30000	0.00000
-23577.65371	16704.73470	137.00000	28800.06703	32.59697	0.00000	28800.00000	-88.20000	0.00000
-23659.05269	16762.82959	137.00000	28900.07037	32.22058	0.00000	28900.00000	-89.10000	0.00000
-23740.45168	16820.92447	137.00000	29000.07371	31.84418	0.00000	29000.00000	-90.00000	0.00000
-23821.85066	16879.01935	137.00000	29100.07705	31.46779	0.00000	29100.00000	-90.90000	0.00000
-23903.24965	16937.11423	137.00000	29200.08040	31.09140	0.00000	29200.00000	-91.80000	0.00000
-23984.64863	16995.20911	137.00000	29300.08374	30.71501	0.00000	29300.00000	-92.70000	0.00000
-24066.04762	17053.30399	137.00000	29400.08708	30.33862	0.00000	29400.00000	-93.60000	0.00000
-24147.44660	17111.39887	137.00000	29500.09042	29.96223	0.00000	29500.00000	-94.50000	0.00000
-24228.84559	17169.49375	137.00000	29600.09376	29.58584	0.00000	29600.00000	-95.40000	0.00000
-24310.24458	17227.58863	137.00000	29700.09710	29.20945	0.00000	29700.00000	-96.30000	0.00000
-24391.64356	17285.68351	137.00000	29800.10044	28.83305	0.00000	29800.00000	-97.20000	0.00000
-24473.04255	17343.77839	137.00000	29900.10379	28.45666	0.00000	29900.00000	-98.10000	0.00000
-24554.44153	17401.87327	137.00000	30000.10713	28.08027	0.00000	30000.00000	-99.00000	0.00000
-24635.84052	17459.96815	137.00000	30100.11047	27.70388	0.00000	30100.00000	-99.90000	0.00000
-24717.23950	17518.06303	137.00000	30200.11381	27.32749	0.00000	30200.00000	-100.80000	0.00000
-24798.63849	17576.15791	137.00000	30300.11715	26.95110	0.00000	30300.00000	-101.70000	0.00000
-24880.03748	17634.25279	137.00000	30400.12049	26.57471	0.00000	30400.00000	-102.60000	0.00000
-24961.43646	17692.34767	137.00000	30500.12384	26.19832	0.00000	30500.00000	-103.50000	0.00000
-25042.83545	17750.44255	137.00000	30600.12718	25.82192	0.00000	30600.00000	-104.40000	0.00000
-25124.23443	17808.53743	137.00000	30700.13052	25.44553	0.00000	30700.00000	-105.30000	0.00000
-25205.63342	17866.63231	137.00000	30800.13386	25.06914	0.00000	30800.00000	-106.20000	0.00000
-25287.03240	17924.72719	137.00000	30900.13720	24.69275	0.00000	30900.00000	-107.10000	0.00000
-25368.43139	17982.82208	137.00000	31000.14054	24.31636	0.00000	31000.00000	-108.00000	0.00000
-25449.83037	18040.91696	137.00000	31100.14389	23.93997	0.00000	31100.00000	-108.90000	0.00000
-25531.22936	18099.01184	137.00000	31200.14723	23.56358	0.00000	31200.00000	-109.80000	0.00000
-25612.62835	18157.10672	137.00000	31300.15057	23.18719	0.00000	31300.00000	-110.70000	0.00000
-25694.02733	18215.20160	137.00000	31400.15391	22.81079	0.00000	31400.00000	-111.60000	0.00000
-25775.42632	18273.29648	137.00000	31500.15725	22.43440	0.00000	31500.00000	-112.50000	0.00000
-25856.82530	18331.39136	137.00000	31600.16059	22.05801	0.00000	31600.00000	-113.40000	0.00000
-25938.22429	18389.48624	137.00000	31700.16393	21.68162	0.00000	31700.00000	-114.30000	0.00000
-26019.62327	18447.58112	137.00000	31800.16728	21.30523	0.00000	31800.00000	-115.20000	0.00000
-26101.02226	18505.67600	137.00000	31900.17062	20.92884	0.00000	31900.00000	-116.10000	0.00000
-26182.42125	18563.77088	137.00000	32000.17396	20.55245	0.00000	32000.00000	-117.00000	0.00000
-26263.82023	18621.86576	137.00000	32100.17730	20.17606	0.00000	32100.00000	-117.90000	0.00000
-26345.21922	18679.96064	137.00000	32200.18064	19.79966	0.00000	32200.00000	-118.80000	0.00000
-26426.61820	18738.05552	137.00000	32300.18398	19.42327	0.00000	32300.00000	-119.70000	0.00000
-26508.01719	18796.15040	137.00000	32400.18733	19.04688	0.00000	32400.00000	-120.60000	0.00000
-26589.41617	18854.24528	137.00000	32500.19067	18.67049	0.00000	32500.00000	-121.50000	0.00000
-26670.81516	18912.34016	137.00000	32600.19401	18.29410	0.00000	32600.00000	-122.40000	0.00000
-26752.21414	18970.43504	137.00000	32700.19735	17.91771	0.00000	32700.00000	-123.30000	0.00000
-26833.61313	19028.52992	137.00000	32800.20069	17.54132	0.00000	32800.00000	-124.20000	0.00000
-26915.01212	19086.62480	137.00000	32900.20403	17.16492	0.00000	32900.00000	-125.10000	0.00000
-26996.41110	19144.71968	137.00000	33000.20738	16.78853	0.00000	33000.00000	-126.00000	0.00000
-27077.81009	19202.81457	137.00000	33100.21072	16.41214	0.00000	33100.00000	-126.90000	0.00000
-27159.20907	19260.90945	137.00000	33200.21406	16.03575	0.00000	33200.00000	-127.80000	0.00000
-27240.60806	19319.00433	137.00000	33300.21740	15.65936	0.00000	33300.00000	-128.70000	0.00000
-27322.00704	19377.09921	137.00000	33400.22074	15.28297	0.00000	33400.00000	-129.60000	0.00000
-27403.40603	19435.19409	137.00000	33500.22408	14.90658	0.00000	33500.00000	-130.50000	0.00000
-27484.80502	19493.28897	137.00000	33600.22743	14.53019	0.00000	33600.00000	-131.40000	0.00000
-27566.20400	19551.38385	137.00000	33700.23077	14.15379	0.00000	33700.00000	-132.30000	0.00000
-27647.60299	19609.47873	137.00000	33800.23411	13.77740	0.00000	33800.00000	-133.20000	0.00000
-27729.00197	19667.57361	137.00000	33900.23745	13.40101	0.00000	33900.00000	-134.10000	0.00000
-27810.40096	19725.66849	137.00000	34000.24079	13.02462	0.00000	34000.00000	-135.00000	0.00000
-27891.79994	19783.76337	137.00000	34100.24413	12.64823	0.00000	34100.00000	-135.90000	0.00000
-27973.19893	19841.85825	137.00000	34200.24747	12.27184	0.00000	34200.00000	-136.80000	0.00000
-28054.59792	19899.95313	137.00000	34300.25082	11.89545	0.00000	34300.00000	-137.70000	0.00000
-28135.99690	19958.04801	137.00000	34400.25416	11.51906	0.00000	34400.00000	-138.60000	0.00000
-28217.39589	20016.14289	137.00000	34500.25750	11.14266	0.00000	34500.00000	-139.50000	0.00000
-28298.79487	20074.23777	137.00000	34600.26084	10.76627	0.00000	34600.00000	-140.40000	0.00000
-28380.19386	20132.33265	137.00000	34700.26418	10.38988	0.00000	34700.00000	-141.30000	0.00000
-28461.59284	20190.42753	137.00000	34800.26752	10.01349	0.00000	34800.00000	-142.20000	0.00000
-28542.99183	20248.52241	137.00000	34900.27087	9.63710	0.00000	34900.00000	-143.10000	0.00000
-28624.39081	20306.61729	137.00000	35000.27421	9.26071	0.00000	35000.00000	-144.00000	0.00000
-28705.78980	20364.71217	137.00000	35100.27755	8.88432	0.00000	35100.00000	-144.90000	0.00000
-28787.18879	20422.80706	137.00000	35200.28089	8.50793	0.00000	35200.00000	-145.80000	0.00000
-28868.58777	20480.90194	137.00000	35300.28423	8.13153	0.00000	35300.00000	-146.70000	0.00000
-28949.98676	20538.99682	137.00000	35400.28757	7.75514	0.00000	35400.00000	-147.60000	0.00000
-29031.38574	20597.09170	137.00000	35500.29092	7.37875	0.00000	35500.00000	-148.50000	0.00000
-29112.78473	20655.18658	137.00000	35600.29426	7.00236	0.00000	35600.00000	-149.40000	0.00000
-29194.18371	20713.28146	137.00000	35700.29760	6.62597	0.00000	35700.00000	-150.30000	0.00000
-29275.58270	20771.37634	137.00000	35800.30094	6.24958	0.00000	35800.00000	-151.20000	0.00000
-29356.98169	20829.47122	137.00000	35900.30428	5.87319	0.00000	35900.00000	-152.10000	0.00000
-29438.38067	20887.56610	137.00000	36000.30762	5.49680	0.00000	36000.00000	-153.00000	0.00000
-29519.77966	20945.66098	137.00000	36100.31096	5.12040	0.00000	36100.00000	-153.90000	0.00000
-29601.17864	21003.75586	137.00000	36200.31431	4.74401	0.00000	36200.00000	-154.80000	0.00000
-29682.57763	21061.85074	137.00000	36300.31765	4.36762	0.00000	36300.00000	-155.70000	0.00000
-29763.97661	21119.94562	137.00000	36400.32099	3.99123	0.00000	36400.00000	-156.60000	0.00000
-29845.37560	21178.04050	137.00000	36500.32433	3.61484	0.00000	36500.00000	-157.50000	0.00000
-29926.77458	21236.13538	137.00000	36600.32767	3.23845	0.00000	36600.00000	-158.40000	0.00000
-30008.17357	21294.23026	137.00000	36700.33101	2.86206	0.00000	36700.00000	-159.30000	0.00000
-30089.57256	21352.32514	137.00000	36800.33436	2.48566	0.00000	36800.00000	-160.20000	0.00000
-30170.97154	21410.42002	137.00000	36900.33770	2.10927	0.00000	36900.00000	-161.10000	0.00000
-30252.37053	21468.51490	137.00000	37000.34104	1.73288	0.00000	37000.00000	-162.00000	0.00000
-30333.76951	21526.60978	137.00000	37100.34438	1.35649	0.00000	37100.00000	-162.90000	0.00000
-30415.16850	21584.70466	137.00000	37200.34772	0.98010	0.00000	37200.00000	-163.80000	0.00000
-30496.56748	21642.79955	137.00000	37300.35106	0.60371	0.00000	37300.00000	-164.70000	0.00000
-30577.96647	21700.89443	137.00000	37400.35441	0.22732	0.00000	37400.00000	-165.60000	0.00000
-30659.36546	21758.98931	137.00000	37500.35775	-0.14907	0.00000	37500.00000	-166.50000	0.00000
-30740.76444	21817.08419	137.00000	37600.36109	-0.52547	0.00000	37600.00000	-167.40000	0.00000
-30822.16343	21875.17907	137.00000	37700.36443	-0.90186	0.00000	37700.00000	-168.30000	0.00000
-30903.56241	21933.27395	137.00000	37800.36777	-1.27825	0.00000	37800.00000	-169.20000	0.00000
-30984.96140	21991.36883	137.00000	37900.37111	-1.65464	0.00000	37900.00000	-170.10000	0.00000
-31066.36038	22049.46371	137.00000	38000.37446	-2.03103	0.00000	38000.00000	-171.00000	0.00000
-31147.75937	22107.55859	137.00000	38100.37780	-2.40742	0.00000	38100.00000	-171.90000	0.00000
-31229.15835	22165.65347	137.00000	38200.38114	-2.78381	0.00000	38200.00000	-172.80000	0.00000
-31310.55734	22223.74835	137.00000	38300.38448	-3.16020	0.00000	38300.00000	-173.70000	0.00000
-31391.95633	22281.84323	137.00000	38400.38782	-3.53660	0.00000	38400.00000	-174.60000	0.00000
-31473.35531	22339.93811	137.00000	38500.39116	-3.91299	0.00000	38500.00000	-175.50000	0.00000
-31554.75430	22398.03299	137.00000	38600.39450	-4.28938	0.00000	38600.00000	-176.40000	0.00000
-31636.15328	22456.12787	137.00000	38700.39785	-4.66577	0.00000	38700.00000	-177.30000	0.00000
-31717.55227	22514.22275	137.00000	38800.40119	-5.04216	0.00000	38800.00000	-178.20000	0.00000
-31798.95125	22572.31763	137.00000	38900.40453	-5.41855	0.00000	38900.00000	-179.10000	0.00000
-31880.35024	22630.41251	137.00000	39000.40787	-5.79494	0.00000	39000.00000	-180.00000	0.00000
-31961.74937	22688.50719	137.00000	39100.41121	-6.17108	0.00000	39100.00000	-180.89975	0.00000
-32043.14878	22746.60146	137.00000	39200.41455	-6.54673	0.00000	39200.00000	-181.79900	0.00000
-32124.54849	22804.69531	137.00000	39300.41788	-6.92187	0.00000	39300.00000	-182.69775	0.00000
-32205.94848	22862.78876	137.00000	39400.42122	-7.29651	0.00000	39400.00000	-183.59600	0.00000
-32287.34875	22920.88180	137.00000	39500.42455	-7.67065	0.00000	39500.00000	-184.49375	0.00000
-32368.74932	22978.97442	137.00000	39600.42787	-8.04429	0.00000	39600.00000	-185.39100	0.00000
-32450.15017	23037.06664	137.00000	39700.43120	-8.41743	0.00000	39700.00000	-186.28775	0.00000
-32531.55130	23095.15845	137.00000	39800.43452	-8.79007	0.00000	39800.00000	-187.18400	0.00000
-32612.95273	23153.24985	137.00000	39900.43784	-9.16221	0.00000	39900.00000	-188.07975	0.00000
-32694.35444	23211.34084	137.00000	40000.44116	-9.53386	0.00000	40000.00000	-188.97500	0.00000
-32775.75643	23269.43142	137.00000	40100.44447	-9.90500	0.00000	40100.00000	-189.86975	0.00000
-32857.15872	23327.52159	137.00000	40200.44778	-10.27564	0.00000	40200.00000	-190.76400	0.00000
-32938.56129	23385.61135	137.00000	40300.45109	-10.64578	0.00000	40300.00000	-191.65775	0.00000
-33019.96414	23443.70070	137.00000	40400.45440	-11.01542	0.00000	40400.00000	-192.55100	0.00000
-33101.36729	23501.78964	137.00000	40500.45770	-11.38456	0.00000	40500.00000	-193.44375	0.00000
-33182.77072	23559.87818	137.00000	40600.46100	-11.75320	0.00000	40600.00000	-194.33600	0.00000
-33264.17444	23617.96630	137.00000	40700.46430	-12.12135	0.00000	40700.00000	-195.22775	0.00000
-33345.57844	23676.05401	137.00000	40800.46760	-12.48899	0.00000	40800.00000	-196.11900	0.00000
-33426.98273	23734.14131	137.00000	40900.47089	-12.85613	0.00000	40900.00000	-197.00975	0.00000
-33508.38731	23792.22821	137.00000	41000.47418	-13.22277	0.00000	41000.00000	-197.90000	0.00000
-33589.79218	23850.31469	137.00000	41100.47747	-13.58891	0.00000	41100.00000	-198.78975	0.00000
-33671.19733	23908.40077	137.00000	41200.48075	-13.95455	0.00000	41200.00000	-199.67900	0.00000
-33752.60277	23966.48643	137.00000	41300.48404	-14.31969	0.00000	41300.00000	-200.56775	0.00000
-33834.00849	24024.57169	137.00000	41400.48732	-14.68434	0.00000	41400.00000	-201.45600	0.00000
-33915.41450	24082.65653	137.00000	41500.49059	-15.04848	0.00000	41500.00000	-202.34375	0.00000
-33996.82080	24140.74097	137.00000	41600.49387	-15.41212	0.00000	41600.00000	-203.23100	0.00000
-34078.22739	24198.82500	137.00000	41700.49714	-15.77526	0.00000	41700.00000	-204.11775	0.00000
-34159.63426	24256.90861	137.00000	41800.50041	-16.13790	0.00000	41800.00000	-205.00400	0.00000
-34241.04142	24314.99182	137.00000	41900.50368	-16.50004	0.00000	41900.00000	-205.88975	0.00000
-34322.44886	24373.07462	137.00000	42000.50694	-16.86168	0.00000	42000.00000	-206.77500	0.00000
-34403.85660	24431.15701	137.00000	42100.51020	-17.22283	0.00000	42100.00000	-207.65975	0.00000
-34485.26462	24489.23899	137.00000	42200.51346	-17.58347	0.00000	42200.00000	-208.54400	0.00000
-34566.67292	24547.32055	137.00000	42300.51672	-17.94361	0.00000	42300.00000	-209.42775	0.00000
-34648.08152	24605.40171	137.00000	42400.51997	-18.30325	0.00000	42400.00000	-210.31100	0.00000
-34729.49040	24663.48246	137.00000	42500.52322	-18.66239	0.00000	42500.00000	-211.19375	0.00000
-34810.89956	24721.56281	137.00000	42600.52647	-19.02103	0.00000	42600.00000	-212.07600	0.00000
-34892.30902	24779.64274	137.00000	42700.52972	-19.37918	0.00000	42700.00000	-212.95775	0.00000
-34973.71876	24837.72226	137.00000	42800.53296	-19.73682	0.00000	42800.00000	-213.83900	0.00000
-35055.12878	24895.80137	137.00000	42900.53620	-20.09396	0.00000	42900.00000	-214.71975	0.00000
-35136.53910	24953.88007	137.00000	43000.53944	-20.45060	0.00000	43000.00000	-215.60000	0.00000
-35217.94970	25011.95836	137.00000	43100.54268	-20.80674	0.00000	43100.00000	-216.47975	0.00000
-35299.36058	25070.03625	137.00000	43200.54591	-21.16238	0.00000	43200.00000	-217.35900	0.00000
-35380.77176	25128.11372	137.00000	43300.54914	-21.51752	0.00000	43300.00000	-218.23775	0.00000
-35462.18322	25186.19078	137.00000	43400.55237	-21.87217	0.00000	43400.00000	-219.11600	0.00000
-35543.59497	25244.26744	137.00000	43500.55559	-22.22631	0.00000	43500.00000	-219.99375	0.00000
-35625.00700	25302.34368	137.00000	43600.55881	-22.57995	0.00000	43600.00000	-220.87100	0.00000
-35706.41932	25360.41952	137.00000	43700.56203	-22.93309	0.00000	43700.00000	-221.74775	0.00000
-35787.83193	25418.49494	137.00000	43800.56525	-23.28573	0.00000	43800.00000	-222.62400	0.00000
-35869.24483	25476.56996	137.00000	43900.56847	-23.63787	0.00000	43900.00000	-223.49975	0.00000
-35950.65801	25534.64457	137.00000	44000.57168	-23.98952	0.00000	44000.00000	-224.37500	0.00000
-36032.07148	25592.71876	137.00000	44100.57489	-24.34066	0.00000	44100.00000	-225.24975	0.00000
-36113.48523	25650.79255	137.00000	44200.57809	-24.69130	0.00000	44200.00000	-226.12400	0.00000
-36194.89927	25708.86593	137.00000	44300.58130	-25.04144	0.00000	44300.00000	-226.99775	0.00000
-36276.31360	25766.93890	137.00000	44400.58450	-25.39108	0.00000	44400.00000	-227.87100	0.00000
-36357.72822	25825.01146	137.00000	44500.58770	-25.74022	0.00000	44500.00000	-228.74375	0.00000
-36439.14312	25883.08360	137.00000	44600.59090	-26.08887	0.00000	44600.00000	-229.61600	0.00000
-36520.55831	25941.15534	137.00000	44700.59409	-26.43701	0.00000	44700.00000	-230.48775	0.00000
-36601.97378	25999.22667	137.00000	44800.59728	-26.78465	0.00000	44800.00000	-231.35900	0.00000
-36683.38955	26057.29759	137.00000	44900.60047	-27.13179	0.00000	44900.00000	-232.22975	0.00000
-36764.80560	26115.36811	137.00000	45000.60365	-27.47843	0.00000	45000.00000	-233.10000	0.00000
-36846.22193	26173.43821	137.00000	45100.60684	-27.82457	0.00000	45100.00000	-233.96975	0.00000
-36927.63856	26231.50790	137.00000	45200.61002	-28.17022	0.00000	45200.00000	-234.83900	0.00000
-37009.05547	26289.57718	137.00000	45300.61320	-28.51536	0.00000	45300.00000	-235.70775	0.00000
-37090.47266	26347.64605	137.00000	45400.61637	-28.86000	0.00000	45400.00000	-236.57600	0.00000
-37171.89015	26405.71451	137.00000	45500.61954	-29.20414	0.00000	45500.00000	-237.44375	0.00000
-37253.30792	26463.78257	137.00000	45600.62271	-29.54778	0.00000	45600.00000	-238.31100	0.00000
-37334.72597	26521.85021	137.00000	45700.62588	-29.89092	0.00000	45700.00000	-239.17775	0.00000
-37416.14432	26579.91745	137.00000	45800.62905	-30.23357	0.00000	45800.00000	-240.04400	0.00000
-37497.56295	26637.98427	137.00000	45900.63221	-30.57571	0.00000	45900.00000	-240.90975	0.00000
-37578.98187	26696.05069	137.00000	46000.63537	-30.91735	0.00000	46000.00000	-241.77500	0.00000
-37660.40107	26754.11669	137.00000	46100.63853	-31.25849	0.00000	46100.00000	-242.63975	0.00000
-37741.82056	26812.18229	137.00000	46200.64168	-31.59913	0.00000	46200.00000	-243.50400	0.00000
-37823.24034	26870.24747	137.00000	46300.64483	-31.93927	0.00000	46300.00000	-244.36775	0.00000
-37904.66040	26928.31225	137.00000	46400.64798	-32.27892	0.00000	46400.00000	-245.23100	0.00000
-37986.08075	26986.37662	137.00000	46500.65113	-32.61806	0.00000	46500.00000	-246.09375	0.00000
-38067.50139	27044.44057	137.00000	46600.65427	-32.95670	0.00000	46600.00000	-246.95600	0.00000
-38148.92232	27102.50412	137.00000	46700.65741	-33.29484	0.00000	46700.00000	-247.81775	0.00000
-38230.34353	27160.56726	137.00000	46800.66055	-33.63248	0.00000	46800.00000	-248.67900	0.00000
-38311.76503	27218.62999	137.00000	46900.66369	-33.96963	0.00000	46900.00000	-249.53975	0.00000
-38393.18681	27276.69231	137.00000	47000.66682	-34.30627	0.00000	47000.00000	-250.40000	0.00000
-38474.60889	27334.75422	137.00000	47100.66995	-34.64241	0.00000	47100.00000	-251.25975	0.00000
-38556.03124	27392.81572	137.00000	47200.67308	-34.97805	0.00000	47200.00000	-252.11900	0.00000
-38637.45389	27450.87681	137.00000	47300.67621	-35.31319	0.00000	47300.00000	-252.97775	0.00000
-38718.87682	27508.93749	137.00000	47400.67933	-35.64783	0.00000	47400.00000	-253.83600	0.00000
-38800.30004	27566.99776	137.00000	47500.68245	-35.98198	0.00000	47500.00000	-254.69375	0.00000
-38881.72355	27625.05762	137.00000	47600.68557	-36.31562	0.00000	47600.00000	-255.55100	0.00000
-38963.14734	27683.11707	137.00000	47700.68868	-36.64876	0.00000	47700.00000	-256.40775	0.00000
-39044.57142	27741.17612	137.00000	47800.69179	-36.98140	0.00000	47800.00000	-257.26400	0.00000
-39125.99579	27799.23475	137.00000	47900.69490	-37.31354	0.00000	47900.00000	-258.11975	0.00000
-39207.42044	27857.29297	137.00000	48000.69801	-37.64519	0.00000	48000.00000	-258.97500	0.00000
-39288.84538	27915.35079	137.00000	48100.70112	-37.97633	0.00000	48100.00000	-259.82975	0.00000
-39370.27061	27973.40819	137.00000	48200.70422	-38.30697	0.00000	48200.00000	-260.68400	0.00000
-39451.69612	28031.46519	137.00000	48300.70732	-38.63711	0.00000	48300.00000	-261.53775	0.00000
-39533.12192	28089.52177	137.00000	48400.71041	-38.96675	0.00000	48400.00000	-262.39100	0.00000
-39614.54801	28147.57795	137.00000	48500.71351	-39.29590	0.00000	48500.00000	-263.24375	0.00000
-39695.97438	28205.63371	137.00000	48600.71660	-39.62454	0.00000	48600.00000	-264.09600	0.00000
-39777.40104	28263.68907	137.00000	48700.71969	-39.95268	0.00000	48700.00000	-264.94775	0.00000
-39858.82799	28321.74402	137.00000	48800.72278	-40.28032	0.00000	48800.00000	-265.79900	0.00000
-39940.25522	28379.79855	137.00000	48900.72586	-40.60746	0.00000	48900.00000	-266.64975	0.00000
-40021.68274	28437.85268	137.00000	49000.72894	-40.93411	0.00000	49000.00000	-267.50000	0.00000
-40103.11055	28495.90640	137.00000	49100.73202	-41.26025	0.00000	49100.00000	-268.34975	0.00000
-40184.53865	28553.95971	137.00000	49200.73509	-41.58589	0.00000	49200.00000	-269.19900	0.00000
-40265.96703	28612.01261	137.00000	49300.73817	-41.91103	0.00000	49300.00000	-270.04775	0.00000
-40347.39570	28670.06510	137.00000	49400.74124	-42.23567	0.00000	49400.00000	-270.89600	0.00000
-40428.82465	28728.11718	137.00000	49500.74431	-42.55982	0.00000	49500.00000	-271.74375	0.00000
-40510.25389	28786.16885	137.00000	49600.74737	-42.88346	0.00000	49600.00000	-272.59100	0.00000
-40591.68342	28844.22011	137.00000	49700.75043	-43.20660	0.00000	49700.00000	-273.43775	0.00000
-40673.11324	28902.27096	137.00000	49800.75350	-43.52924	0.00000	49800.00000	-274.28400	0.00000
-40754.54334	28960.32140	137.00000	49900.75655	-43.85138	0.00000	49900.00000	-275.12975	0.00000
-40835.97373	29018.37143	137.00000	50000.75961	-44.17303	0.00000	50000.00000	-275.97500	0.00000
-40917.40440	29076.42105	137.00000	50100.76266	-44.49417	0.00000	50100.00000	-276.81975	0.00000
-40998.83537	29134.47027	137.00000	50200.76571	-44.81481	0.00000	50200.00000	-277.66400	0.00000
-41080.26662	29192.51907	137.00000	50300.76876	-45.13495	0.00000	50300.00000	-278.50775	0.00000
-41161.69815	29250.56746	137.00000	50400.77180	-45.45459	0.00000	50400.00000	-279.35100	0.00000
-41243.12998	29308.61545	137.00000	50500.77484	-45.77374	0.00000	50500.00000	-280.19375	0.00000
-41324.56208	29366.66302	137.00000	50600.77788	-46.09238	0.00000	50600.00000	-281.03600	0.00000
-41405.99448	29424.71019	137.00000	50700.78092	-46.41052	0.00000	50700.00000	-281.87775	0.00000
-41487.42716	29482.75694	137.00000	50800.78395	-46.72816	0.00000	50800.00000	-282.71900	0.00000
-41568.86013	29540.80329	137.00000	50900.78698	-47.04530	0.00000	50900.00000	-283.55975	0.00000
-41650.29339	29598.84922	137.00000	51000.79001	-47.36195	0.00000	51000.00000	-284.40000	0.00000
-41731.72694	29656.89475	137.00000	51100.79304	-47.67809	0.00000	51100.00000	-285.23975	0.00000
-41813.16077	29714.93987	137.00000	51200.79606	-47.99373	0.00000	51200.00000	-286.07900	0.00000
-41894.59488	29772.98457	137.00000	51300.79908	-48.30887	0.00000	51300.00000	-286.91775	0.00000
-41976.02929	29831.02887	137.00000	51400.80210	-48.62351	0.00000	51400.00000	-287.75600	0.00000
-42057.46398	29889.07276	137.00000	51500.80512	-48.93766	0.00000	51500.00000	-288.59375	0.00000
-42138.89896	29947.11624	137.00000	51600.80813	-49.25130	0.00000	51600.00000	-289.43100	0.00000
-42220.33422	30005.15931	137.00000	51700.81114	-49.56444	0.00000	51700.00000	-290.26775	0.00000
-42301.76977	30063.20197	137.00000	51800.81415	-49.87708	0.00000	51800.00000	-291.10400	0.00000
-42383.20561	30121.24422	137.00000	51900.81715	-50.18923	0.00000	51900.00000	-291.93975	0.00000
-42464.64173	30179.28606	137.00000	52000.82016	-50.50087	0.00000	52000.00000	-292.77500	0.00000
-42546.07814	30237.32749	137.00000	52100.82316	-50.81201	0.00000	52100.00000	-293.60975	0.00000
-42627.51484	30295.36851	137.00000	52200.82615	-51.12265	0.00000	52200.00000	-294.44400	0.00000
-42708.95183	30353.40912	137.00000	52300.82915	-51.43279	0.00000	52300.00000	-295.27775	0.00000
-42790.38910	30411.44932	137.00000	52400.83214	-51.74244	0.00000	52400.00000	-296.11100	0.00000
-42871.82666	30469.48912	137.00000	52500.83513	-52.05158	0.00000	52500.00000	-296.94375	0.00000
-42953.26450	30527.52850	137.00000	52600.83812	-52.36022	0.00000	52600.00000	-297.77600	0.00000
-43034.70264	30585.56747	137.00000	52700.84110	-52.66836	0.00000	52700.00000	-298.60775	0.00000
-43116.14106	30643.60604	137.00000	52800.84408	-52.97601	0.00000	52800.00000	-299.43900	0.00000
-43197.57976	30701.64419	137.00000	52900.84706	-53.28315	0.00000	52900.00000	-300.26975	0.00000
-43279.01875	30759.68193	137.00000	53000.85004	-53.58979	0.00000	53000.00000	-301.10000	0.00000
-43360.45803	30817.71927	137.00000	53100.85301	-53.89593	0.00000	53100.00000	-301.92975	0.00000
-43441.89760	30875.75620	137.00000	53200.85598	-54.20157	0.00000	53200.00000	-302.75900	0.00000
-43523.33745	30933.79271	137.00000	53300.85895	-54.50672	0.00000	53300.00000	-303.58775	0.00000
-43604.77759	30991.82882	137.00000	53400.86192	-54.81136	0.00000	53400.00000	-304.41600	0.00000
-43686.21802	31049.86451	137.00000	53500.86488	-55.11550	0.00000	53500.00000	-305.24375	0.00000
-43767.65873	31107.89980	137.00000	53600.86784	-55.41914	0.00000	53600.00000	-306.07100	0.00000
-43849.09973	31165.93468	137.00000	53700.87080	-55.72229	0.00000	53700.00000	-306.89775	0.00000
-43930.54102	31223.96915	137.00000	53800.87375	-56.02493	0.00000	53800.00000	-307.72400	0.00000
-44011.98259	31282.00321	137.00000	53900.87671	-56.32707	0.00000	53900.00000	-308.54975	0.00000
-44093.42445	31340.03685	137.00000	54000.87966	-56.62871	0.00000	54000.00000	-309.37500	0.00000
